Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2018-03-22,2018,3,22,Thursday,11,2018-11,67.57,68.67,67.32,67.87,6912500,53.73,0.0034001779953212186,56.52357142857143,58.0938
2018-03-23,2018,3,23,Friday,11,2018-11,67.83,69.01,67.17,67.3,4956600,53.28,-0.008398507531569455,56.162142857142854,57.96639999999999
2018-03-26,2018,3,26,Monday,12,2018-12,67.52,68.19,67.39,68.1,3149400,53.91,0.011887068126951839,55.88999999999999,57.851600000000005
2018-03-27,2018,3,27,Tuesday,12,2018-12,68.13,70.05,67.94,69.22,4286400,54.8,0.016446693151186853,55.682857142857145,57.7588
2018-03-28,2018,3,28,Wednesday,12,2018-12,67.0,68.43,66.99,67.79,12337300,53.66,-0.020658793480847315,55.39785714285714,57.65379999999999
2018-03-29,2018,3,29,Thursday,12,2018-12,67.99,68.12,67.17,67.43,9174500,53.38,-0.005310556972972558,55.090714285714284,57.5396
2018-04-02,2018,4,2,Monday,13,2018-13,67.63,68.06,66.68,67.09,6679600,53.11,-0.005042398757356015,54.75857142857143,57.429399999999994
2018-04-03,2018,4,3,Tuesday,13,2018-13,67.18,67.62,66.9,67.33,6092700,53.3,0.0035774549230336294,54.43785714285714,57.32160000000001
2018-04-04,2018,4,4,Wednesday,13,2018-13,67.23,67.54,66.45,66.95,4291300,53.0,-0.005644076285747035,54.06642857142857,57.2092
2018-04-05,2018,4,5,Thursday,13,2018-13,66.95,67.69,66.37,67.34,4751200,53.31,0.005825323082227385,53.846428571428575,57.0902
2018-04-06,2018,4,6,Friday,13,2018-13,67.32,67.55,66.1,66.22,5215800,52.42,-0.01663202273182174,53.597857142857144,56.95580000000001
2018-04-09,2018,4,9,Monday,14,2018-14,66.2,67.06,66.05,66.37,4602000,52.54,0.0022652301579504375,53.44071428571429,56.8062
2018-04-10,2018,4,10,Tuesday,14,2018-14,66.38,66.52,65.35,65.5,5273800,51.85,-0.013108539177789647,53.27357142857142,56.6614
2018-04-11,2018,4,11,Wednesday,14,2018-14,65.4,65.62,64.76,64.88,4882800,51.36,-0.0094654029355139,53.11785714285714,56.513200000000005
2018-04-12,2018,4,12,Thursday,14,2018-14,65.05,65.13,63.91,64.07,4657900,50.72,-0.012484865653498822,52.902857142857144,56.3486
2018-04-13,2018,4,13,Friday,14,2018-14,64.07,64.5,63.88,63.94,5483400,50.62,-0.002028883478532917,52.712857142857146,56.16439999999999
2018-04-16,2018,4,16,Monday,15,2018-15,64.08,64.9,63.92,64.73,5019300,51.24,0.012355414302203327,52.52214285714286,56.001000000000005
2018-04-17,2018,4,17,Tuesday,15,2018-15,64.93,66.11,64.7,65.69,4728300,52.0,0.014830723770260068,52.32214285714286,55.8564
2018-04-18,2018,4,18,Wednesday,15,2018-15,65.88,66.79,65.83,66.07,4606200,52.3,0.005784839505310613,52.225,55.7332
2018-04-19,2018,4,19,Thursday,15,2018-15,65.78,66.81,65.62,66.06,5002400,52.29,-0.00015156241669267434,52.14714285714285,55.619
2018-04-20,2018,4,20,Friday,15,2018-15,66.18,66.18,65.1,65.33,4399300,51.72,-0.011050560439203716,52.04785714285714,55.4988
2018-04-23,2018,4,23,Monday,16,2018-16,65.25,65.51,64.75,64.89,3636300,51.37,-0.0067346224179035685,51.910000000000004,55.3786
2018-04-24,2018,4,24,Tuesday,16,2018-16,64.99,65.12,64.21,64.78,4819300,51.28,-0.0016954240186406455,51.787142857142854,55.2398
2018-04-25,2018,4,25,Wednesday,16,2018-16,64.65,65.13,64.3,64.8,3424400,51.3,0.0003089379704925843,51.64357142857143,55.087799999999994
2018-04-26,2018,4,26,Thursday,16,2018-16,64.76,65.19,64.14,65.0,4622500,51.45,0.0030862689550910094,51.574285714285715,54.94160000000001
2018-04-27,2018,4,27,Friday,16,2018-16,65.03,66.65,64.99,66.35,5518900,52.52,0.02076920145647221,51.57285714285715,54.8284
2018-04-30,2018,4,30,Monday,17,2018-17,66.53,66.8,66.33,66.56,3664300,52.69,0.003165021465103335,51.63285714285714,54.701600000000006
2018-05-01,2018,5,1,Tuesday,17,2018-17,66.56,66.69,66.08,66.27,3849800,52.46,-0.004357088531483533,51.71142857142858,54.56419999999999
2018-05-02,2018,5,2,Wednesday,17,2018-17,66.36,66.6,65.89,66.19,2597000,52.4,-0.0012069496097447674,51.83142857142857,54.442
2018-05-03,2018,5,3,Thursday,17,2018-17,66.1,66.1,65.0,65.53,2957500,51.87,-0.00997144173031106,51.92071428571428,54.328199999999995
2018-05-04,2018,5,4,Friday,17,2018-17,65.78,66.43,65.47,65.57,2396500,51.91,0.0006103630527682924,51.96857142857142,54.2146
2018-05-07,2018,5,7,Monday,18,2018-18,65.59,65.87,64.99,65.08,2707700,51.52,-0.007472680499198803,51.93428571428571,54.062799999999996
2018-05-08,2018,5,8,Tuesday,18,2018-18,65.01,65.01,63.0,63.14,3440600,49.98,-0.02980966058340251,51.76857142857143,53.8728
2018-05-09,2018,5,9,Wednesday,18,2018-18,63.3,63.34,62.31,62.67,3636600,49.61,-0.007443692247198874,51.57714285714286,53.702600000000004
2018-05-10,2018,5,10,Thursday,18,2018-18,62.97,64.14,62.89,64.06,3682600,50.71,0.02217959408140202,51.505,53.5574
2018-05-11,2018,5,11,Friday,18,2018-18,64.07,64.79,64.01,64.7,2935700,51.22,0.009990508836065226,51.494285714285716,53.436400000000006
2018-05-14,2018,5,14,Monday,19,2018-19,64.81,64.89,63.96,64.23,4293700,50.84,-0.007264067152159326,51.462857142857146,53.3054
2018-05-15,2018,5,15,Tuesday,19,2018-19,64.11,64.56,63.8,64.52,4600700,51.07,0.004514845263182465,51.44642857142857,53.16
2018-05-16,2018,5,16,Wednesday,19,2018-19,64.37,64.58,63.35,63.77,4408000,50.48,-0.011624129977183317,51.377142857142864,53.01519999999999
2018-05-17,2018,5,17,Thursday,19,2018-19,63.89,63.97,63.48,63.68,2781100,50.41,-0.00141137026241267,51.22642857142857,52.8694
2018-05-18,2018,5,18,Friday,19,2018-19,63.83,63.97,62.91,63.29,4195300,50.1,-0.006124228710720825,51.041428571428575,52.7184
2018-05-21,2018,5,21,Monday,20,2018-20,63.4,63.84,63.23,63.72,3566000,50.44,0.006794159696711599,50.89714285714285,52.573600000000006
2018-05-22,2018,5,22,Tuesday,20,2018-20,63.72,64.4,63.57,63.82,3357100,50.52,0.0015691758177973636,50.762857142857136,52.4288
2018-05-23,2018,5,23,Wednesday,20,2018-20,63.83,64.23,63.63,63.91,5109400,50.59,0.00141026459998006,50.67142857142857,52.2848
2018-05-24,2018,5,24,Thursday,20,2018-20,63.9,64.11,63.63,64.0,4346900,50.66,0.0014081277510800128,50.582142857142856,52.13400000000001
2018-05-25,2018,5,25,Friday,20,2018-20,64.16,64.49,64.06,64.17,2991200,50.8,0.0026563579787795,50.53071428571429,52.02219999999999
2018-05-29,2018,5,29,Tuesday,21,2018-21,64.1,64.66,63.86,64.34,4846400,50.93,0.002649095146567193,50.598571428571425,51.92280000000001
2018-05-30,2018,5,30,Wednesday,21,2018-21,64.49,64.69,63.94,64.52,4618200,51.07,0.0027975838857610125,50.70285714285715,51.849399999999996
2018-05-31,2018,5,31,Thursday,21,2018-21,63.41,64.43,63.16,64.19,4432700,51.48,0.007929793642825755,50.75785714285714,51.795199999999994
2018-06-01,2018,6,1,Friday,21,2018-21,64.12,64.36,63.06,63.36,3405200,50.81,-0.01293015421068655,50.728571428571435,51.74059999999999
2018-06-04,2018,6,4,Monday,22,2018-22,63.5,63.86,62.57,62.64,2799400,50.24,-0.011363944329329967,50.68571428571429,51.6708
2018-06-05,2018,6,5,Tuesday,22,2018-22,62.6,62.96,62.38,62.77,3495900,50.34,0.0020756042689684673,50.63357142857143,51.611999999999995
2018-06-06,2018,6,6,Wednesday,22,2018-22,62.85,62.87,61.53,61.75,4396500,49.52,-0.016249976982552483,50.565,51.52419999999999
2018-06-07,2018,6,7,Thursday,22,2018-22,61.79,63.19,61.76,62.39,4229800,50.04,0.010364373380265857,50.53857142857142,51.429
2018-06-08,2018,6,8,Friday,22,2018-22,62.51,62.84,62.33,62.6,3168500,50.2,0.0033659588648569105,50.54571428571428,51.35979999999999
2018-06-11,2018,6,11,Monday,23,2018-23,62.8,63.47,62.67,63.21,5354800,50.69,0.0097444153909243,50.56357142857143,51.306000000000004
2018-06-12,2018,6,12,Tuesday,23,2018-23,63.13,65.05,63.05,64.89,7543100,52.04,0.026577970839519738,50.672142857142866,51.2846
2018-06-13,2018,6,13,Wednesday,23,2018-23,64.81,65.15,64.07,64.31,5017300,51.58,-0.008938215866522436,50.74285714285714,51.25019999999999
2018-06-14,2018,6,14,Thursday,23,2018-23,64.44,65.67,64.2,65.52,5608500,52.55,0.018815007480249557,50.877857142857145,51.2412
2018-06-15,2018,6,15,Friday,23,2018-23,65.41,66.37,65.01,66.31,9724700,53.18,0.01205750706642017,51.04785714285714,51.2386
2018-06-18,2018,6,18,Monday,24,2018-24,66.49,66.53,65.89,66.0,5133300,52.93,-0.004675001899109632,51.19071428571429,51.24879999999999
2018-06-19,2018,6,19,Tuesday,24,2018-24,66.04,66.98,66.0,66.94,6769100,53.68,0.014242586070337904,51.37714285714286,51.2716
2018-06-20,2018,6,20,Wednesday,24,2018-24,67.0,67.1,66.22,66.43,5238600,53.28,-0.007618810626784489,51.505714285714284,51.3002
2018-06-21,2018,6,21,Thursday,24,2018-24,66.42,67.01,66.33,66.6,3989900,53.41,0.0025589337742526475,51.691428571428574,51.3412
2018-06-22,2018,6,22,Friday,24,2018-24,66.79,67.07,66.57,66.94,3356200,53.68,0.0051053046302698135,51.93714285714286,51.4004
2018-06-25,2018,6,25,Monday,25,2018-25,67.08,67.98,67.06,67.88,3538700,54.44,0.014042157025619062,52.23,51.476800000000004
2018-06-26,2018,6,26,Tuesday,25,2018-25,67.7,68.04,67.31,67.54,3700600,54.17,-0.005008754932795734,52.56214285714286,51.5354
2018-06-27,2018,6,27,Wednesday,25,2018-25,67.44,68.22,67.23,68.03,2873700,54.56,0.007254918241582198,52.885,51.5866
2018-06-28,2018,6,28,Thursday,25,2018-25,68.16,68.75,68.0,68.47,3679500,54.91,0.006467819130117736,53.221428571428575,51.6388
2018-06-29,2018,6,29,Friday,25,2018-25,68.39,68.51,67.72,68.18,3106700,54.68,-0.0042354722205221185,53.50642857142857,51.6866
2018-07-02,2018,7,2,Monday,26,2018-26,68.23,68.61,67.55,68.45,2628700,54.9,0.003960196691978224,53.71071428571428,51.75019999999999
2018-07-03,2018,7,3,Tuesday,26,2018-26,68.4,69.48,68.19,69.31,2246600,55.59,0.01256385309654906,53.99714285714286,51.8346
2018-07-05,2018,7,5,Thursday,26,2018-26,69.49,69.75,68.99,69.74,3496700,55.93,0.006203980646814156,54.238571428571426,51.92759999999999
2018-07-06,2018,7,6,Friday,26,2018-26,69.72,70.09,69.58,70.02,2583600,56.16,0.004015045302598885,54.45142857142857,52.024800000000006
2018-07-09,2018,7,9,Monday,27,2018-27,70.03,70.1,67.85,68.08,3252300,54.6,-0.02770652522430972,54.57071428571428,52.087799999999994
2018-07-10,2018,7,10,Tuesday,27,2018-27,67.89,69.35,67.3,69.08,3590200,55.4,0.014688608705737405,54.69357142857143,52.1454
2018-07-11,2018,7,11,Wednesday,27,2018-27,69.11,69.72,69.03,69.56,3603000,55.79,0.006948656126765318,54.87285714285714,52.2074
2018-07-12,2018,7,12,Thursday,27,2018-27,69.71,70.17,69.54,70.06,4705000,56.19,0.007187904386292798,55.07142857142856,52.28200000000001
2018-07-13,2018,7,13,Friday,27,2018-27,70.18,70.66,69.56,69.99,2574800,56.13,-0.0009993123829190598,55.246428571428574,52.3566
2018-07-16,2018,7,16,Monday,28,2018-28,69.99,70.05,69.5,69.88,2744900,56.04,-0.0015715208133741942,55.36071428571429,52.44
2018-07-17,2018,7,17,Tuesday,28,2018-28,70.0,70.56,69.76,70.38,3020100,56.44,0.007155126321489291,55.52285714285714,52.53059999999999
2018-07-18,2018,7,18,Wednesday,28,2018-28,70.15,70.35,69.58,69.95,1979100,56.1,-0.006109795738869828,55.63285714285714,52.6222
2018-07-19,2018,7,19,Thursday,28,2018-28,71.94,72.4,71.51,72.0,6345200,57.74,0.02930701754385967,55.834999999999994,52.7774
2018-07-20,2018,7,20,Friday,28,2018-28,71.71,72.09,71.1,71.27,4128300,57.16,-0.01013893846391778,56.012142857142855,52.92839999999999
2018-07-23,2018,7,23,Monday,29,2018-29,71.4,71.5,70.52,70.99,2911300,56.93,-0.003928850878525458,56.15714285714286,53.052800000000005
2018-07-24,2018,7,24,Tuesday,29,2018-29,70.58,71.11,69.88,70.91,3273400,56.87,-0.0011269277506578135,56.24857142857143,53.1658
2018-07-25,2018,7,25,Wednesday,29,2018-29,70.93,71.5,70.48,71.03,2272600,56.97,0.0016921981061093216,56.32285714285714,53.288399999999996
2018-07-26,2018,7,26,Thursday,29,2018-29,71.46,71.59,70.98,71.5,3292900,57.34,0.006616997887103571,56.40714285714285,53.4138
2018-07-27,2018,7,27,Friday,29,2018-29,71.55,71.72,70.83,71.26,2588000,57.15,-0.0033566686455734907,56.589285714285715,53.547200000000004
2018-07-30,2018,7,30,Monday,30,2018-30,71.18,71.43,70.62,71.19,2908400,57.09,-0.000982217229071436,56.709999999999994,53.680800000000005
2018-07-31,2018,7,31,Tuesday,30,2018-30,71.36,71.76,70.77,71.71,4510800,57.51,0.007304350940247506,56.832857142857144,53.82899999999999
2018-08-01,2018,8,1,Wednesday,30,2018-30,70.96,71.2,69.69,70.32,4736100,56.4,-0.019383765660136554,56.847857142857144,53.9482
2018-08-02,2018,8,2,Thursday,30,2018-30,70.22,71.21,70.08,71.14,2893700,57.05,0.011661016784060951,56.91357142857144,54.078799999999994
2018-08-03,2018,8,3,Friday,30,2018-30,71.11,72.38,70.87,72.12,2555100,57.84,0.013775841989620119,57.04214285714285,54.223800000000004
2018-08-06,2018,8,6,Monday,31,2018-31,72.06,72.49,71.5,71.75,2425700,57.54,-0.005130516541909214,57.12071428571429,54.361399999999996
2018-08-07,2018,8,7,Tuesday,31,2018-31,71.48,71.48,70.56,71.07,2988100,57.0,-0.00947725819994738,57.185,54.4854
2018-08-08,2018,8,8,Wednesday,31,2018-31,71.01,71.17,70.38,70.72,2774000,56.72,-0.004924884551162245,57.112142857142864,54.6012
2018-08-09,2018,8,9,Thursday,31,2018-31,70.72,71.13,70.47,71.03,1484300,56.97,0.00438354299556587,57.098571428571425,54.7192
2018-08-10,2018,8,10,Friday,31,2018-31,71.37,71.77,70.59,70.69,2573900,56.69,-0.004786495142052649,57.08142857142857,54.8234
2018-08-13,2018,8,13,Monday,32,2018-32,70.6,70.6,69.73,69.82,5385500,55.99,-0.012307440548544712,57.01857142857143,54.927
2018-08-14,2018,8,14,Tuesday,32,2018-32,69.89,69.98,69.5,69.66,4524300,55.87,-0.002291488105428563,56.940000000000005,55.0396
2018-08-15,2018,8,15,Wednesday,32,2018-32,69.85,70.88,69.8,70.25,4535900,56.34,0.008469696385157155,56.86857142857143,55.1596
2018-08-16,2018,8,16,Thursday,32,2018-32,70.26,71.19,69.94,71.13,2838300,57.05,0.012526513172051335,56.861428571428576,55.3102
2018-08-17,2018,8,17,Friday,32,2018-32,71.27,72.04,71.19,71.75,2850600,57.54,0.008716484646095646,56.89357142857143,55.46019999999999
2018-08-20,2018,8,20,Monday,33,2018-33,71.92,72.1,71.58,71.78,2071900,57.57,0.0004182459445258857,56.89785714285715,55.607600000000005
2018-08-21,2018,8,21,Tuesday,33,2018-33,71.8,71.99,71.36,71.62,1956800,57.44,-0.002229182342675773,56.972142857142856,55.7426
2018-08-22,2018,8,22,Wednesday,33,2018-33,71.61,71.65,70.97,71.29,2088600,57.17,-0.0046075288759219735,56.980714285714285,55.8452
2018-08-23,2018,8,23,Thursday,33,2018-33,71.14,71.45,70.91,71.07,1602900,57.0,-0.0030859932722250294,56.92071428571429,55.953599999999994
2018-08-24,2018,8,24,Friday,33,2018-33,71.27,71.67,70.93,71.64,1423300,57.45,0.008020029090851644,56.91428571428571,56.0516
2018-08-27,2018,8,27,Monday,34,2018-34,71.68,71.74,70.85,71.25,1517500,57.14,-0.005443687522815099,56.92428571428571,56.1308
2018-08-28,2018,8,28,Tuesday,34,2018-34,71.25,71.29,70.73,70.85,1820900,56.82,-0.005614210909194783,56.93142857142857,56.208600000000004
2018-08-29,2018,8,29,Wednesday,34,2018-34,71.12,71.28,70.72,71.16,2693900,57.07,0.0043759028068885986,56.93857142857143,56.276399999999995
2018-08-30,2018,8,30,Thursday,34,2018-34,71.25,71.64,70.71,70.98,2994500,56.92,-0.0025298133899165354,56.955,56.3492
2018-08-31,2018,8,31,Friday,34,2018-34,70.85,71.45,70.43,70.77,2687800,56.76,-0.0029588116504255524,57.01,56.416199999999996
2018-09-04,2018,9,4,Tuesday,35,2018-35,70.77,71.35,70.75,71.23,1995300,57.13,0.006500299225884021,57.1,56.48519999999999
2018-09-05,2018,9,5,Wednesday,35,2018-35,71.22,72.52,71.17,72.45,3156000,58.1,0.0171276250064607,57.22571428571429,56.5584
2018-09-06,2018,9,6,Thursday,35,2018-35,71.34,72.55,71.21,72.25,2972800,58.62,0.008866767325862224,57.337857142857146,56.6474
2018-09-07,2018,9,7,Friday,35,2018-35,71.72,71.94,71.03,71.46,2142500,57.98,-0.01093413404575061,57.369285714285716,56.7158
2018-09-10,2018,9,10,Monday,36,2018-36,71.75,72.37,71.68,72.28,2017900,58.64,0.01147491734122319,57.44571428571429,56.7904
2018-09-11,2018,9,11,Tuesday,36,2018-36,72.24,72.52,71.59,71.6,3059700,58.09,-0.009408034108563279,57.49214285714286,56.8586
2018-09-12,2018,9,12,Wednesday,36,2018-36,71.54,72.25,71.37,71.57,2033100,58.07,-0.00041915103233758355,57.55642857142857,56.922
2018-09-13,2018,9,13,Thursday,36,2018-36,71.65,72.26,71.36,72.18,2694800,58.56,0.008523311429535774,57.66785714285714,56.9814
2018-09-14,2018,9,14,Friday,36,2018-36,71.96,72.12,71.18,71.86,2280800,58.3,-0.004433302761377211,57.728571428571435,57.028800000000004
2018-09-17,2018,9,17,Monday,37,2018-37,71.81,72.16,71.38,71.99,2393700,58.41,0.0018089204964164551,57.81928571428572,57.0738
2018-09-18,2018,9,18,Tuesday,37,2018-37,72.12,72.29,71.54,71.92,2379200,58.35,-0.0009722853925075992,57.92857142857143,57.1488
2018-09-19,2018,9,19,Wednesday,37,2018-37,72.45,72.45,70.38,70.62,2964000,57.3,-0.018075488179913002,57.945,57.18679999999999
2018-09-20,2018,9,20,Thursday,37,2018-37,70.45,70.47,69.23,70.32,5144200,57.05,-0.004248277459941718,57.95428571428572,57.211999999999996
2018-09-21,2018,9,21,Friday,37,2018-37,70.45,71.07,70.05,70.85,5587200,57.48,0.007537027717206213,58.005714285714284,57.2378
2018-09-24,2018,9,24,Monday,38,2018-38,70.71,70.96,70.03,70.08,3196700,56.86,-0.010868023024396045,57.98642857142857,57.25240000000001
2018-09-25,2018,9,25,Tuesday,38,2018-38,70.2,70.31,69.43,69.55,3672000,56.43,-0.007562503534859877,57.86714285714286,57.260200000000005
2018-09-26,2018,9,26,Wednesday,38,2018-38,69.76,70.01,68.72,68.82,2960500,55.84,-0.010496405687327126,57.66857142857142,57.248200000000004
2018-09-27,2018,9,27,Thursday,38,2018-38,68.84,69.49,68.56,69.14,4478400,56.1,0.00465002360435407,57.53428571428571,57.2482
2018-09-28,2018,9,28,Friday,38,2018-38,69.19,70.29,69.14,70.28,3095800,57.02,0.016488392909906002,57.41857142857142,57.2338
2018-10-01,2018,10,1,Monday,39,2018-39,70.12,70.4,69.8,70.1,1725100,56.87,-0.0025614046026474213,57.33142857142857,57.228
2018-10-02,2018,10,2,Tuesday,39,2018-39,70.35,70.99,70.23,70.88,1905100,57.51,0.011126961694091664,57.29142857142857,57.2396
2018-10-03,2018,10,3,Wednesday,39,2018-39,70.85,71.14,69.69,70.29,3053900,57.03,-0.008323766338599548,57.182142857142864,57.242799999999995
2018-10-04,2018,10,4,Thursday,39,2018-39,70.17,70.91,69.59,70.69,2421300,57.35,0.00569071767190743,57.114285714285714,57.2504
2018-10-05,2018,10,5,Friday,39,2018-39,70.71,72.15,70.59,71.85,3557700,58.29,0.01640953200824824,57.105714285714285,57.2694
2018-10-08,2018,10,8,Monday,40,2018-40,72.05,73.7,71.92,72.99,3755300,59.22,0.01586655929552805,57.167857142857144,57.3108
2018-10-09,2018,10,9,Tuesday,40,2018-40,73.42,73.88,73.01,73.36,3694300,59.52,0.005068912473814802,57.32642857142857,57.359399999999994
2018-10-10,2018,10,10,Wednesday,40,2018-40,73.42,74.05,72.96,73.21,3663000,59.4,-0.0020446421876171295,57.49428571428571,57.397200000000005
2018-10-11,2018,10,11,Thursday,40,2018-40,73.49,73.5,71.59,71.78,3424000,58.24,-0.019532679957674715,57.548571428571435,57.434
2018-10-12,2018,10,12,Friday,40,2018-40,71.65,72.0,70.79,71.37,3111700,57.91,-0.005712044419850626,57.62357142857143,57.45120000000001
2018-10-15,2018,10,15,Monday,41,2018-41,71.31,71.9,71.02,71.61,3378200,58.1,0.0033628284070790215,57.74285714285714,57.4564
2018-10-16,2018,10,16,Tuesday,41,2018-41,71.52,72.63,71.5,72.3,2163500,58.66,0.009635580639675734,57.944285714285705,57.4788
2018-10-17,2018,10,17,Wednesday,41,2018-41,72.14,72.56,71.69,72.3,2153400,58.66,0.0,58.12714285714286,57.512
2018-10-18,2018,10,18,Thursday,41,2018-41,72.32,72.79,71.96,72.23,2239100,58.6,-0.0009681813141916296,58.24,57.5496
2018-10-19,2018,10,19,Friday,41,2018-41,72.17,73.99,72.17,73.5,4303900,59.63,0.01758241243212244,58.43714285714286,57.602799999999995
2018-10-22,2018,10,22,Monday,42,2018-42,73.78,73.9,72.87,73.27,3175400,59.45,-0.0031289930820428413,58.575714285714284,57.658
2018-10-23,2018,10,23,Tuesday,42,2018-42,73.46,73.99,72.79,72.91,3225500,59.15,-0.00491356581419522,58.72714285714285,57.72120000000001
2018-10-24,2018,10,24,Wednesday,42,2018-42,73.21,74.65,72.88,74.19,3834500,60.19,0.017555984321939277,58.93,57.807599999999994
2018-10-25,2018,10,25,Thursday,42,2018-42,74.06,74.11,72.49,72.73,2758100,59.01,-0.019679121854946136,58.98142857142857,57.861000000000004
2018-10-26,2018,10,26,Friday,42,2018-42,73.09,73.58,71.01,71.67,3841200,58.15,-0.014574555818674062,58.904999999999994,57.883
2018-10-29,2018,10,29,Monday,43,2018-43,71.85,72.79,71.68,72.2,3443000,58.58,0.0073949919863094404,58.837857142857146,57.903800000000004
2018-10-30,2018,10,30,Tuesday,43,2018-43,72.52,72.94,71.72,72.84,3824400,59.1,0.008864410312755089,58.81642857142857,57.9344
2018-10-31,2018,10,31,Wednesday,43,2018-43,72.39,72.61,71.31,71.42,3774800,57.95,-0.019494988908888233,58.79571428571428,57.944599999999994
2018-11-01,2018,11,1,Thursday,43,2018-43,71.81,72.44,69.98,70.33,5079500,57.06,-0.015261700437310677,58.735,57.942400000000006
2018-11-02,2018,11,2,Friday,43,2018-43,70.4,70.65,68.7,69.89,4719200,56.7,-0.006256263667589246,58.635,57.936400000000006
2018-11-05,2018,11,5,Monday,44,2018-44,70.0,70.73,69.7,70.23,3363200,56.98,0.00486494653846492,58.515,57.927
2018-11-06,2018,11,6,Tuesday,44,2018-44,70.35,70.79,70.01,70.67,2464300,57.34,0.0062647695102813206,58.42071428571428,57.931000000000004
2018-11-07,2018,11,7,Wednesday,44,2018-44,70.89,71.26,70.43,71.18,2829600,57.75,0.0072170776427473715,58.36000000000001,57.949600000000004
2018-11-08,2018,11,8,Thursday,44,2018-44,71.28,71.62,70.32,71.22,2045600,57.78,0.0005617912216042686,58.22785714285715,57.9638
2018-11-09,2018,11,9,Friday,44,2018-44,71.26,72.44,71.11,72.25,2682900,58.62,0.014462243179290457,58.16857142857143,57.9978
2018-11-12,2018,11,12,Monday,45,2018-45,72.34,74.27,72.34,73.43,4031700,59.58,0.016332187974098966,58.199285714285715,58.0542
2018-11-13,2018,11,13,Tuesday,45,2018-45,73.42,74.17,72.95,74.02,2821900,60.06,0.008034835013273511,58.19,58.11280000000001
2018-11-14,2018,11,14,Wednesday,45,2018-45,73.72,74.65,73.26,73.65,4401100,59.75,-0.004998823294388277,58.24285714285714,58.1458
2018-11-15,2018,11,15,Thursday,45,2018-45,73.19,73.59,72.43,73.45,4769600,59.59,-0.002715263800585399,58.34571428571429,58.1652
2018-11-16,2018,11,16,Friday,45,2018-45,74.11,74.33,73.25,73.61,3683300,59.72,0.002178227645529107,58.42714285714286,58.2
2018-11-19,2018,11,19,Monday,46,2018-46,73.51,74.44,73.35,74.42,3159500,60.38,0.011004028320819259,58.518571428571434,58.23480000000001
2018-11-20,2018,11,20,Tuesday,46,2018-46,74.72,75.24,73.91,74.66,4930500,60.57,0.0032246914538063276,58.705714285714286,58.2844
2018-11-21,2018,11,21,Wednesday,46,2018-46,74.5,74.52,73.23,73.35,2795200,59.51,-0.017546010755438823,58.880714285714284,58.31320000000001
2018-11-23,2018,11,23,Friday,46,2018-46,73.36,73.46,72.77,73.1,1316500,59.31,-0.0034082652563794946,59.06714285714286,58.328199999999995
2018-11-26,2018,11,26,Monday,47,2018-47,73.06,74.03,73.01,73.99,3143000,60.03,0.012174870785751635,59.285000000000004,58.3628
2018-11-27,2018,11,27,Tuesday,47,2018-47,73.83,74.31,73.41,74.11,4646700,60.13,0.0016222565283925405,59.48428571428571,58.39719999999999
2018-11-28,2018,11,28,Wednesday,47,2018-47,73.9,74.08,72.81,73.32,3555700,59.49,-0.010660025652427407,59.60857142857143,58.42
2018-11-29,2018,11,29,Thursday,47,2018-47,73.95,74.0,73.13,73.75,3841200,59.84,0.005864799308718416,59.75571428571429,58.4708
2018-11-30,2018,11,30,Friday,47,2018-47,73.79,74.53,73.57,74.5,5397600,60.44,0.010169401623722818,59.885714285714286,58.538599999999995
2018-12-03,2018,12,3,Monday,48,2018-48,74.12,75.21,73.64,75.13,4425400,60.96,0.008456190759647209,59.98428571428571,58.6082
2018-12-04,2018,12,4,Tuesday,48,2018-48,75.37,76.45,75.03,75.32,5453000,61.11,0.00252897738345359,60.059285714285714,58.6932
2018-12-06,2018,12,6,Thursday,48,2018-48,74.75,74.9,73.36,74.78,5493500,61.35,0.003960586524117904,60.173571428571435,58.791599999999995
2018-12-07,2018,12,7,Friday,48,2018-48,74.97,76.36,74.48,75.61,5232800,62.03,0.01109939138386995,60.347857142857144,58.9154
2018-12-10,2018,12,10,Monday,49,2018-49,75.75,76.34,73.85,76.27,5784400,62.57,0.00872880799352771,60.55142857142857,59.044799999999995
2018-12-11,2018,12,11,Tuesday,49,2018-49,76.19,76.62,75.96,76.25,3991700,62.56,-0.00026238302801229185,60.707142857142856,59.15559999999999
2018-12-12,2018,12,12,Wednesday,49,2018-49,76.39,76.67,75.19,75.26,5076300,61.75,-0.0129833194261475,60.791428571428575,59.2532
2018-12-13,2018,12,13,Thursday,49,2018-49,75.43,76.43,75.43,76.05,4938400,62.39,0.010497223574533532,60.99714285714286,59.3508
2018-12-14,2018,12,14,Friday,49,2018-49,76.14,77.19,75.55,76.92,9081600,63.11,0.011439277029719142,61.26857142857143,59.4724
2018-12-17,2018,12,17,Monday,50,2018-50,76.99,77.14,73.65,74.0,8619700,60.71,-0.03796136368005065,61.31714285714286,59.5396
2018-12-18,2018,12,18,Tuesday,50,2018-50,74.6,75.36,73.44,73.59,5676100,60.38,-0.00554014479662579,61.335,59.5814
2018-12-19,2018,12,19,Wednesday,50,2018-50,74.24,74.54,73.5,74.11,7216000,60.8,0.00706610143415265,61.42857142857143,59.613
